Year,Tournaments,Sec,Date,Kick-off,Home,Score,Away,Venue,Att.,Score_Home,Score_Away,Result_Home,Result_Away
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Sapporo,0-2,Yokohama F･M,Sapporo.D,17350,0,2,LOSS,WIN
2017,J1,1st Day 21st Sec,2017-08-09 19:03:00,19:03,Kobe,1-2,Kashima,NOEVIR.S,19039,1,2,LOSS,WIN
2017,J1,1st Day 21st Sec,2017-08-09 19:04:00,19:04,Hiroshima,2-2,G-Osaka,EDION Stadium.H,12573,2,2,DRAW,DRAW
2017,J1,1st Day 21st Sec,2017-08-09 19:04:00,19:04,Sendai,0-0,Iwata,Yurtec.S,11500,0,0,DRAW,DRAW
2017,J1,2nd Day 22nd Sec,2017-08-13 13:03:00,13:03,Sapporo,1-1,Kofu,Sapporo.D,19561,1,1,DRAW,DRAW
2017,J1,2nd Day 22nd Sec,2017-08-13 18:03:00,18:03,Shimizu,1-4,Kashiwa,IAI.S,17482,1,4,LOSS,WIN
2017,J1,2nd Day 22nd Sec,2017-08-13 18:33:00,18:33,G-Osaka,0-2,Iwata,Suita S,35315,0,2,LOSS,WIN
2017,J1,2nd Day 22nd Sec,2017-08-13 19:03:00,19:03,Yokohama F･M,1-0,Tosu,NHK SPRING .F,12764,1,0,WIN,LOSS
2017,J1,2nd Day 22nd Sec,2017-08-13 19:03:00,19:03,Omiya,1-0,Niigata,NACK5.S,10900,1,0,WIN,LOSS
2017,J1,2nd Day 22nd Sec,2017-08-13 19:03:00,19:03,Kawasaki-F,3-1,Kashima,Todoroki,24008,3,1,WIN,LOSS
2017,J1,2nd Day 22nd Sec,2017-08-13 19:03:00,19:03,FC-Tokyo,1-0,Kobe,Ajinomoto,30642,1,0,WIN,LOSS
2017,J1,2nd Day 22nd Sec,2017-08-13 19:03:00,19:03,Sendai,1-0,Hiroshima,Yurtec.S,14258,1,0,WIN,LOSS
2017,J1,1st Day 23rd Sec,2017-08-19 18:33:00,18:33,Kashima,2-0,Shimizu,Kashima,16979,2,0,WIN,LOSS
2017,J1,1st Day 23rd Sec,2017-08-19 18:33:00,18:33,Iwata,1-1,C-Osaka,Yamaha,14881,1,1,DRAW,DRAW
2017,J1,1st Day 23rd Sec,2017-08-19 19:03:00,19:03,G-Osaka,0-1,Kashiwa,Suita S,21582,0,1,LOSS,WIN
2017,J1,1st Day 23rd Sec,2017-08-19 19:03:00,19:03,Niigata,1-2,Sendai,DENKA BIG SWAN,21011,1,2,LOSS,WIN
2017,J1,1st Day 23rd Sec,2017-08-19 19:03:00,19:03,Kawasaki-F,2-1,Sapporo,Todoroki,18342,2,1,WIN,LOSS
2017,J1,1st Day 23rd Sec,2017-08-19 19:03:00,19:03,Tosu,3-0,Omiya,Best Amenity.S,14816,3,0,WIN,LOSS
2017,J1,1st Day 23rd Sec,2017-08-19 19:04:00,19:04,Hiroshima,1-0,Kofu,EDION Stadium.H,11771,1,0,WIN,LOSS
2017,J1,1st Day 23rd Sec,2017-08-19 20:00:00,20:00,Urawa,2-1,FC-Tokyo,Saitama.S,31818,2,1,WIN,LOSS
2017,J1,2nd Day 23rd Sec,2017-08-20 18:33:00,18:33,Kobe,0-0,Yokohama F･M,NOEVIR.S,19987,0,0,DRAW,DRAW
2017,J1,1st Day 24th Sec,2017-08-26 14:02:00,14:02,Sapporo,1-0,Sendai,Atsubetsu,9535,1,0,WIN,LOSS
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,Tosu,1-3,G-Osaka,Best Amenity.S,16474,1,3,LOSS,WIN
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,Omiya,1-1,Hiroshima,NACK5.S,11511,1,1,DRAW,DRAW
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,Yokohama F･M,1-0,FC-Tokyo,Nissan.S,24707,1,0,WIN,LOSS
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,Iwata,2-1,Kobe,Yamaha,14539,2,1,WIN,LOSS
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,C-Osaka,0-1,Kashima,YANMAR STADIUM,35516,0,1,LOSS,WIN
2017,J1,1st Day 24th Sec,2017-08-26 19:03:00,19:03,Kashiwa,1-1,Niigata,Kashiwa,12760,1,1,DRAW,DRAW
2017,J1,2nd Day 24th Sec,2017-08-27 18:03:00,18:03,Kofu,2-2,Kawasaki-F,Yamanashibank.S,10807,2,2,DRAW,DRAW
2017,J1,2nd Day 24th Sec,2017-08-27 18:03:00,18:03,Shimizu,1-2,Urawa,IAI.S,16194,1,2,LOSS,WIN
2017,J1,1st Day 25th Sec,2017-09-09 13:03:00,13:03,Sapporo,2-1,Iwata,Sapporo.D,19063,2,1,WIN,LOSS
2017,J1,1st Day 25th Sec,2017-09-09 18:06:00,18:06,Kofu,0-1,Shimizu,Yamanashibank.S,12683,0,1,LOSS,WIN
2017,J1,1st Day 25th Sec,2017-09-09 18:35:00,18:35,Kashima,1-0,Omiya,Kashima,15719,1,0,WIN,LOSS
2017,J1,1st Day 25th Sec,2017-09-09 19:03:00,19:03,Urawa,1-2,Kashiwa,Saitama.S,31619,1,2,LOSS,WIN
2017,J1,1st Day 25th Sec,2017-09-09 19:03:00,19:03,FC-Tokyo,1-4,C-Osaka,Ajinomoto,36635,1,4,LOSS,WIN
2017,J1,1st Day 25th Sec,2017-09-09 19:04:00,19:04,G-Osaka,1-2,Kobe,Suita S,31775,1,2,LOSS,WIN
2017,J1,1st Day 25th Sec,2017-09-09 19:04:00,19:04,Kawasaki-F,3-0,Yokohama F･M,Todoroki,24715,3,0,WIN,LOSS
2017,J1,1st Day 25th Sec,2017-09-09 19:06:00,19:06,Niigata,0-0,Hiroshima,DENKA BIG SWAN,21456,0,0,DRAW,DRAW
2017,J1,2nd Day 25th Sec,2017-09-10 18:35:00,18:35,Sendai,4-1,Tosu,Yurtec.S,12652,4,1,WIN,LOSS
2017,J1,1st Day 26th Sec,2017-09-16 18:03:00,18:03,Shimizu,0-3,Kawasaki-F,IAI.S,13585,0,3,LOSS,WIN
2017,J1,1st Day 26th Sec,2017-09-16 18:03:00,18:03,Niigata,2-4,Kashima,DENKA BIG SWAN,25453,2,4,LOSS,WIN
2017,J1,1st Day 26th Sec,2017-09-16 18:03:00,18:03,Omiya,2-2,G-Osaka,Kumagaya.A,13364,2,2,DRAW,DRAW
2017,J1,1st Day 26th Sec,2017-09-16 18:33:00,18:33,Hiroshima,1-0,C-Osaka,EDION Stadium.H,11726,1,0,WIN,LOSS
2017,J1,1st Day 26th Sec,2017-09-16 19:03:00,19:03,FC-Tokyo,1-0,Sendai,Ajinomoto,17940,1,0,WIN,LOSS
2017,J1,1st Day 26th Sec,2017-09-16 19:03:00,19:03,Yokohama F･M,1-1,Kashiwa,Nissan.S,20844,1,1,DRAW,DRAW
2017,J1,1st Day 26th Sec,2017-09-16 19:03:00,19:03,Tosu,2-1,Kofu,Best Amenity.S,7381,2,1,WIN,LOSS
2017,J1,1st Day 26th Sec,2017-09-16 19:03:00,19:03,Kobe,2-0,Sapporo,Kobe Univ,7911,2,0,WIN,LOSS
2017,J1,2nd Day 26th Sec,2017-09-17 16:03:00,16:03,Iwata,1-1,Urawa,Ecopa,23783,1,1,DRAW,DRAW
2017,J1,1st Day 27th Sec,2017-09-23 14:03:00,14:03,Sapporo,2-2,Niigata,Sapporo.D,17621,2,2,DRAW,DRAW
2017,J1,1st Day 27th Sec,2017-09-23 15:03:00,15:03,Shimizu,1-3,Hiroshima,IAI.S,14441,1,3,LOSS,WIN
2017,J1,1st Day 27th Sec,2017-09-23 16:03:00,16:03,Iwata,2-1,Omiya,Yamaha,13119,2,1,WIN,LOSS
2017,J1,1st Day 27th Sec,2017-09-23 16:04:00,16:04,Urawa,2-2,Tosu,Saitama.S,29557,2,2,DRAW,DRAW
2017,J1,1st Day 27th Sec,2017-09-23 16:04:00,16:04,Kashiwa,4-1,FC-Tokyo,Kashiwa,13909,4,1,WIN,LOSS
2017,J1,1st Day 27th Sec,2017-09-23 18:03:00,18:03,Kofu,3-2,Yokohama F･M,Yamanashibank.S,12049,3,2,WIN,LOSS
2017,J1,1st Day 27th Sec,2017-09-23 19:03:00,19:03,Kashima,2-1,G-Osaka,Kashima,28565,2,1,WIN,LOSS
2017,J1,1st Day 27th Sec,2017-09-23 19:03:00,19:03,Kobe,0-0,Kawasaki-F,NOEVIR.S,18111,0,0,DRAW,DRAW
2017,J1,1st Day 27th Sec,2017-09-23 19:03:00,19:03,C-Osaka,1-4,Sendai,KINCHO.S,15262,1,4,LOSS,WIN
2017,J1,1st Day 28th Sec,2017-09-30 15:03:00,15:03,Tosu,1-0,Kashima,Best Amenity.S,18383,1,0,WIN,LOSS
2017,J1,1st Day 28th Sec,2017-09-30 15:32:00,15:32,Niigata,0-2,Kobe,DENKA BIG SWAN,21709,0,2,LOSS,WIN
2017,J1,1st Day 28th Sec,2017-09-30 16:03:00,16:03,FC-Tokyo,0-0,Iwata,Ajinomoto,26736,0,0,DRAW,DRAW
2017,J1,1st Day 28th Sec,2017-09-30 16:03:00,16:03,Kashiwa,0-1,Kofu,Kashiwa,11123,0,1,LOSS,WIN
2017,J1,1st Day 28th Sec,2017-09-30 16:03:00,16:03,Hiroshima,1-1,Sapporo,EDION Stadium.H,18065,1,1,DRAW,DRAW
2017,J1,1st Day 28th Sec,2017-09-30 19:03:00,19:03,Omiya,0-0,Shimizu,NACK5.S,11545,0,0,DRAW,DRAW
2017,J1,1st Day 28th Sec,2017-09-30 19:03:00,19:03,Kawasaki-F,5-1,C-Osaka,Todoroki,24225,5,1,WIN,LOSS
2017,J1,1st Day 28th Sec,2017-09-30 19:03:00,19:03,G-Osaka,1-2,Yokohama F･M,Suita S,23071,1,2,LOSS,WIN
2017,J1,2nd Day 28th Sec,2017-10-01 14:03:00,14:03,Sendai,2-3,Urawa,Yurtec.S,18026,2,3,LOSS,WIN
2017,J1,1st Day 29th Sec,2017-10-14 13:03:00,13:03,Sapporo,3-0,Kashiwa,Atsubetsu,9614,3,0,WIN,LOSS
2017,J1,1st Day 29th Sec,2017-10-14 14:03:00,14:03,Yokohama F･M,1-1,Omiya,Nissan.S,20670,1,1,DRAW,DRAW
2017,J1,1st Day 29th Sec,2017-10-14 14:03:00,14:03,Shimizu,0-3,Iwata,IAI.S,18556,0,3,LOSS,WIN
2017,J1,1st Day 29th Sec,2017-10-14 14:03:00,14:03,G-Osaka,0-1,Niigata,Suita S,19523,0,1,LOSS,WIN
2017,J1,1st Day 29th Sec,2017-10-14 15:03:00,15:03,Kashima,2-0,Hiroshima,Kashima,18655,2,0,WIN,LOSS
2017,J1,1st Day 29th Sec,2017-10-14 15:03:00,15:03,Kawasaki-F,3-2,Sendai,Todoroki,18892,3,2,WIN,LOSS
2017,J1,1st Day 29th Sec,2017-10-14 19:03:00,19:03,Urawa,1-1,Kobe,Saitama.S,29931,1,1,DRAW,DRAW
2017,J1,2nd Day 29th Sec,2017-10-15 14:03:00,14:03,Kofu,1-1,FC-Tokyo,Yamanashibank.S,8643,1,1,DRAW,DRAW
2017,J1,2nd Day 29th Sec,2017-10-15 17:03:00,17:03,Tosu,1-2,C-Osaka,Best Amenity.S,14896,1,2,LOSS,WIN
2017,J1,1st Day 30th Sec,2017-10-21 14:03:00,14:03,C-Osaka,2-0,Kofu,KINCHO.S,9438,2,0,WIN,LOSS
2017,J1,1st Day 30th Sec,2017-10-21 14:03:00,14:03,Kobe,1-2,Tosu,NOEVIR.S,17016,1,2,LOSS,WIN
2017,J1,1st Day 30th Sec,2017-10-21 14:03:00,14:03,Hiroshima,0-3,Kawasaki-F,EDION Stadium.H,8319,0,3,LOSS,WIN
2017,J1,1st Day 30th Sec,2017-10-21 14:03:00,14:03,Sendai,0-0,Shimizu,Yurtec.S,14338,0,0,DRAW,DRAW
2017,J1,1st Day 30th Sec,2017-10-21 14:03:00,14:03,Omiya,1-1,Kashiwa,NACK5.S,9752,1,1,DRAW,DRAW
2017,J1,1st Day 30th Sec,2017-10-21 15:03:00,15:03,Iwata,2-2,Niigata,Yamaha,11762,2,2,DRAW,DRAW
2017,J1,1st Day 30th Sec,2017-10-21 16:03:00,16:03,FC-Tokyo,1-2,Sapporo,Ajinomoto,16817,1,2,LOSS,WIN
2017,J1,1st Day 30th Sec,2017-10-21 19:03:00,19:03,Yokohama F･M,3-2,Kashima,Nissan.S,29716,3,2,WIN,LOSS
2017,J1,2nd Day 30th Sec,2017-10-22 17:04:00,17:04,Urawa,3-3,G-Osaka,Saitama.S,21603,3,3,DRAW,DRAW
2017,J1,1st Day 31st Sec,2017-10-29 14:03:00,14:03,Niigata,1-0,Tosu,DENKA BIG SWAN,17426,1,0,WIN,LOSS
2017,J1,1st Day 31st Sec,2017-10-29 15:04:00,15:04,Iwata,2-1,Yokohama F･M,Ecopa,19525,2,1,WIN,LOSS
2017,J1,1st Day 31st Sec,2017-10-29 16:03:00,16:03,G-Osaka,1-1,Sendai,Suita S,15962,1,1,DRAW,DRAW
2017,J1,1st Day 31st Sec,2017-10-29 16:03:00,16:03,C-Osaka,2-1,Omiya,KINCHO.S,8998,2,1,WIN,LOSS
2017,J1,1st Day 31st Sec,2017-10-29 16:03:00,16:03,Kofu,2-3,Kobe,Yamanashibank.S,4692,2,3,LOSS,WIN
2017,J1,1st Day 31st Sec,2017-10-29 16:04:00,16:04,Sapporo,1-2,Kashima,Sapporo.D,27514,1,2,LOSS,WIN
2017,J1,1st Day 31st Sec,2017-10-29 16:04:00,16:04,Hiroshima,0-1,Urawa,EDION Stadium.H,17178,0,1,LOSS,WIN
2017,J1,1st Day 31st Sec,2017-10-29 16:33:00,16:33,Kashiwa,2-2,Kawasaki-F,Kashiwa,9512,2,2,DRAW,DRAW
2017,J1,1st Day 31st Sec,2017-10-29 17:03:00,17:03,FC-Tokyo,0-0,Shimizu,Ajinomoto,13417,0,0,DRAW,DRAW
2017,J1,1st Day 32nd Sec,2017-11-05 14:03:00,14:03,Kashima,1-0,Urawa,Kashima,33356,1,0,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 14:02:00,14:02,Kawasaki-F,1-0,G-Osaka,Todoroki,21529,1,0,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 14:03:00,14:03,Kobe,1-2,Hiroshima,Kobe Univ,12805,1,2,LOSS,WIN
2017,J1,2nd Day 32nd Sec,2017-11-18 14:03:00,14:03,Yokohama F･M,1-4,C-Osaka,Nissan.S,34153,1,4,LOSS,WIN
2017,J1,2nd Day 32nd Sec,2017-11-18 14:03:00,14:03,Kashiwa,1-0,Iwata,Kashiwa,11545,1,0,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 14:03:00,14:03,Niigata,1-0,Kofu,DENKA BIG SWAN,16461,1,0,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 14:04:00,14:04,Sendai,3-0,Omiya,Yurtec.S,15533,3,0,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 14:05:00,14:05,Tosu,2-1,FC-Tokyo,Best Amenity.S,19476,2,1,WIN,LOSS
2017,J1,2nd Day 32nd Sec,2017-11-18 15:03:00,15:03,Shimizu,0-2,Sapporo,IAI.S,13723,0,2,LOSS,WIN
2017,J1,1st Day 33rd Sec,2017-11-26 13:03:00,13:03,Shimizu,2-3,Niigata,IAI.S,17091,2,3,LOSS,WIN
2017,J1,1st Day 33rd Sec,2017-11-26 13:03:00,13:03,G-Osaka,0-1,Sapporo,Suita S,25626,0,1,LOSS,WIN
2017,J1,1st Day 33rd Sec,2017-11-26 13:03:00,13:03,C-Osaka,3-1,Kobe,YANMAR STADIUM,29918,3,1,WIN,LOSS
2017,J1,1st Day 33rd Sec,2017-11-26 13:03:00,13:03,Omiya,0-0,Kofu,NACK5.S,12435,0,0,DRAW,DRAW
2017,J1,1st Day 33rd Sec,2017-11-26 13:04:00,13:04,Tosu,0-2,Iwata,Best Amenity.S,16564,0,2,LOSS,WIN
2017,J1,1st Day 33rd Sec,2017-11-26 13:05:00,13:05,Sendai,2-2,Yokohama F･M,Yurtec.S,18059,2,2,DRAW,DRAW
2017,J1,1st Day 33rd Sec,2017-11-26 13:05:00,13:05,Kashima,0-0,Kashiwa,Kashima,36080,0,0,DRAW,DRAW
2017,J1,1st Day 33rd Sec,2017-11-26 13:05:00,13:05,Hiroshima,2-1,FC-Tokyo,EDION Stadium.H,22333,2,1,WIN,LOSS
2017,J1,2nd Day 33rd Sec,2017-11-29 19:33:00,19:33,Urawa,0-1,Kawasaki-F,Saitama.S,24605,0,1,LOSS,WIN
2017,J1,1st Day 34th Sec,2017-12-02 14:03:00,14:03,Kobe,1-3,Shimizu,Kobe Univ,17174,1,3,LOSS,WIN
2017,J1,1st Day 34th Sec,2017-12-02 14:03:00,14:03,Kawasaki-F,5-0,Omiya,Todoroki,25904,5,0,WIN,LOSS
2017,J1,1st Day 34th Sec,2017-12-02 14:03:00,14:03,Iwata,0-0,Kashima,Yamaha,14696,0,0,DRAW,DRAW
2017,J1,1st Day 34th Sec,2017-12-02 14:03:00,14:03,Kofu,1-0,Sendai,Yamanashibank.S,14680,1,0,WIN,LOSS
2017,J1,1st Day 34th Sec,2017-12-02 14:03:00,14:03,Kashiwa,1-0,Hiroshima,Kashiwa,13235,1,0,WIN,LOSS
2017,J1,1st Day 34th Sec,2017-12-02 14:04:00,14:04,Niigata,1-0,C-Osaka,DENKA BIG SWAN,19684,1,0,WIN,LOSS
2017,J1,1st Day 34th Sec,2017-12-02 14:04:00,14:04,Urawa,0-1,Yokohama F･M,Saitama.S,41618,0,1,LOSS,WIN
2017,J1,1st Day 34th Sec,2017-12-02 14:04:00,14:04,Sapporo,3-2,Tosu,Sapporo.D,27796,3,2,WIN,LOSS
2017,J1,1st Day 34th Sec,2017-12-02 14:05:00,14:05,FC-Tokyo,0-0,G-Osaka,Ajinomoto,30548,0,0,DRAW,DRAW
2018,J1,1st Day 1st Sec,2018-02-23 20:03:00,20:03,Tosu,1-1,Kobe,Best Amenity.S,19633,1,1,DRAW,DRAW
2018,J1,2nd Day 1st Sec,2018-02-24 14:03:00,14:03,FC-Tokyo,1-1,Urawa,Ajinomoto,35951,1,1,DRAW,DRAW
2018,J1,2nd Day 1st Sec,2018-02-24 14:03:00,14:03,Hiroshima,1-0,Sapporo,EDION Stadium.H,17026,1,0,WIN,LOSS
2018,J1,2nd Day 1st Sec,2018-02-24 14:33:00,14:33,G-Osaka,2-3,Nagoya,Suita S,28681,2,3,LOSS,WIN
2018,J1,2nd Day 1st Sec,2018-02-24 16:03:00,16:03,Shonan,2-1,Nagasaki,BMW.S Hiratsuka,12148,2,1,WIN,LOSS
2018,J1,3rd Day 1st Sec,2018-02-25 13:02:00,13:02,Sendai,1-0,Kashiwa,Yurtec.S,15655,1,0,WIN,LOSS
2018,J1,3rd Day 1st Sec,2018-02-25 13:03:00,13:03,Shimizu,0-0,Kashima,IAI.S,19632,0,0,DRAW,DRAW
2018,J1,3rd Day 1st Sec,2018-02-25 15:31:00,15:31,Iwata,0-3,Kawasaki-F,Ecopa,31375,0,3,LOSS,WIN
2018,J1,3rd Day 1st Sec,2018-02-25 16:03:00,16:03,C-Osaka,1-1,Yokohama F･M,YANMAR STADIUM,23049,1,1,DRAW,DRAW
2018,J1,1st Day 2nd Sec,2018-03-02 19:03:00,19:03,Kawasaki-F,1-1,Shonan,Todoroki,22475,1,1,DRAW,DRAW
2018,J1,1st Day 2nd Sec,2018-03-02 19:03:00,19:03,C-Osaka,3-3,Sapporo,KINCHO.S,10415,3,3,DRAW,DRAW
2018,J1,1st Day 2nd Sec,2018-03-02 19:33:00,19:33,Kashiwa,2-0,Yokohama F･M,SANKYO FKashiwa,10659,2,0,WIN,LOSS
2018,J1,2nd Day 2nd Sec,2018-03-03 14:03:00,14:03,Nagoya,1-0,Iwata,Toyota.S,38916,1,0,WIN,LOSS
2018,J1,2nd Day 2nd Sec,2018-03-03 15:03:00,15:03,FC-Tokyo,0-1,Sendai,Ajinomoto,16990,0,1,LOSS,WIN
2018,J1,2nd Day 2nd Sec,2018-03-03 16:01:00,16:01,Kashima,1-0,G-Osaka,Kashima,24545,1,0,WIN,LOSS
2018,J1,2nd Day 2nd Sec,2018-03-03 16:07:00,16:07,Kobe,2-4,Shimizu,NOEVIR.S,24058,2,4,LOSS,WIN
2018,J1,2nd Day 2nd Sec,2018-03-03 19:03:00,19:03,Nagasaki,2-2,Tosu,trasta,14125,2,2,DRAW,DRAW
2018,J1,3rd Day 2nd Sec,2018-03-04 16:04:00,16:04,Urawa,1-2,Hiroshima,Saitama.S,41324,1,2,LOSS,WIN
2018,J1,1st Day 3rd Sec,2018-03-10 13:03:00,13:03,Yokohama F･M,1-2,Tosu,NHK SPRING .F,11247,1,2,LOSS,WIN
2018,J1,1st Day 3rd Sec,2018-03-10 13:03:00,13:03,Kawasaki-F,2-0,G-Osaka,Todoroki,22520,2,0,WIN,LOSS
2018,J1,1st Day 3rd Sec,2018-03-10 14:02:00,14:02,Sendai,1-1,Kobe,Yurtec.S,14270,1,1,DRAW,DRAW
2018,J1,1st Day 3rd Sec,2018-03-10 14:03:00,14:03,Nagasaki,1-1,Urawa,trasta,15975,1,1,DRAW,DRAW
2018,J1,1st Day 3rd Sec,2018-03-10 15:03:00,15:03,Kashima,0-1,Hiroshima,Kashima,16799,0,1,LOSS,WIN
2018,J1,1st Day 3rd Sec,2018-03-10 15:03:00,15:03,Kashiwa,1-1,C-Osaka,SANKYO FKashiwa,11091,1,1,DRAW,DRAW
2018,J1,1st Day 3rd Sec,2018-03-10 15:03:00,15:03,Iwata,2-0,FC-Tokyo,Yamaha,13928,2,0,WIN,LOSS
2018,J1,1st Day 3rd Sec,2018-03-10 19:03:00,19:03,Sapporo,1-3,Shimizu,Sapporo.D,19390,1,3,LOSS,WIN
2018,J1,2nd Day 3rd Sec,2018-03-11 16:03:00,16:03,Shonan,0-0,Nagoya,BMW.S Hiratsuka,12465,0,0,DRAW,DRAW
2018,J1,1st Day 4th Sec,2018-03-18 14:03:00,14:03,Shimizu,1-1,Sendai,IAI.S,13965,1,1,DRAW,DRAW
2018,J1,1st Day 4th Sec,2018-03-18 14:03:00,14:03,Sapporo,2-1,Nagasaki,Sapporo.D,13568,2,1,WIN,LOSS
2018,J1,1st Day 4th Sec,2018-03-18 15:03:00,15:03,G-Osaka,2-2,Kashiwa,Suita S,21758,2,2,DRAW,DRAW
2018,J1,1st Day 4th Sec,2018-03-18 15:03:00,15:03,FC-Tokyo,1-0,Shonan,Ajinomoto,16568,1,0,WIN,LOSS
2018,J1,1st Day 4th Sec,2018-03-18 16:03:00,16:03,Tosu,0-1,Kashima,Best Amenity.S,17757,0,1,LOSS,WIN
2018,J1,1st Day 4th Sec,2018-03-18 16:03:00,16:03,Kobe,2-0,C-Osaka,NOEVIR.S,20108,2,0,WIN,LOSS
2018,J1,1st Day 4th Sec,2018-03-18 16:03:00,16:03,Hiroshima,0-0,Iwata,EDION Stadium.H,16962,0,0,DRAW,DRAW
2018,J1,1st Day 4th Sec,2018-03-18 16:04:00,16:04,Urawa,0-1,Yokohama F･M,Saitama.S,33168,0,1,LOSS,WIN
2018,J1,1st Day 4th Sec,2018-03-18 19:03:00,19:03,Nagoya,0-1,Kawasaki-F,Toyota.S,25898,0,1,LOSS,WIN
2018,J1,1st Day 5th Sec,2018-03-30 19:33:00,19:33,Kashiwa,2-1,Kobe,SANKYO FKashiwa,9642,2,1,WIN,LOSS
2018,J1,2nd Day 5th Sec,2018-03-31 14:03:00,14:03,Sendai,1-0,Nagasaki,Yurtec.S,13158,1,0,WIN,LOSS
2018,J1,2nd Day 5th Sec,2018-03-31 14:03:00,14:03,Shimizu,0-1,Yokohama F･M,IAI.S,17032,0,1,LOSS,WIN
2018,J1,2nd Day 5th Sec,2018-03-31 15:03:00,15:03,FC-Tokyo,3-2,G-Osaka,Ajinomoto,21940,3,2,WIN,LOSS
2018,J1,2nd Day 5th Sec,2018-03-31 15:03:00,15:03,Kashima,0-0,Sapporo,Kashima,19629,0,0,DRAW,DRAW
2018,J1,2nd Day 5th Sec,2018-03-31 16:03:00,16:03,Kawasaki-F,0-1,Hiroshima,Todoroki,24018,0,1,LOSS,WIN
2018,J1,2nd Day 5th Sec,2018-03-31 19:03:00,19:03,Tosu,3-2,Nagoya,Best Amenity.S,12957,3,2,WIN,LOSS
2018,J1,2nd Day 5th Sec,2018-03-31 19:03:00,19:03,C-Osaka,2-1,Shonan,KINCHO.S,13882,2,1,WIN,LOSS
2018,J1,3rd Day 5th Sec,2018-04-01 15:03:00,15:03,Iwata,2-1,Urawa,Ecopa,21755,2,1,WIN,LOSS
2018,J1,1st Day 6th Sec,2018-04-07 14:03:00,14:03,Sapporo,3-0,Nagoya,Sapporo.D,17390,3,0,WIN,LOSS
2018,J1,1st Day 6th Sec,2018-04-07 15:03:00,15:03,Iwata,0-0,Shimizu,Ecopa,30598,0,0,DRAW,DRAW
2018,J1,1st Day 6th Sec,2018-04-07 15:03:00,15:03,C-Osaka,2-1,Tosu,KINCHO.S,10627,2,1,WIN,LOSS
2018,J1,1st Day 6th Sec,2018-04-07 16:04:00,16:04,Urawa,1-0,Sendai,Saitama.S,28984,1,0,WIN,LOSS
2018,J1,1st Day 6th Sec,2018-04-07 19:03:00,19:03,Shonan,2-1,Kashima,BMW.S Hiratsuka,13947,2,1,WIN,LOSS
2018,J1,2nd Day 6th Sec,2018-04-08 14:03:00,14:03,Nagasaki,2-5,FC-Tokyo,trasta,9873,2,5,LOSS,WIN
2018,J1,2nd Day 6th Sec,2018-04-08 15:03:00,15:03,G-Osaka,0-1,Kobe,Suita S,20606,0,1,LOSS,WIN
2018,J1,2nd Day 6th Sec,2018-04-08 15:03:00,15:03,Kashiwa,0-1,Hiroshima,SANKYO FKashiwa,11089,0,1,LOSS,WIN
2018,J1,2nd Day 6th Sec,2018-04-08 16:03:00,16:03,Yokohama F･M,1-1,Kawasaki-F,Nissan.S,37332,1,1,DRAW,DRAW
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Nagoya,2-3,Sendai,Paloma Mizuho,9297,2,3,LOSS,WIN
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,G-Osaka,2-0,Iwata,Suita S,12615,2,0,WIN,LOSS
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,FC-Tokyo,2-1,Kashima,Ajinomoto,17260,2,1,WIN,LOSS
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Hiroshima,3-1,Yokohama F･M,EDION Stadium.H,7344,3,1,WIN,LOSS
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Kawasaki-F,1-2,C-Osaka,Todoroki,17113,1,2,LOSS,WIN
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Kobe,2-3,Urawa,NOEVIR.S,9758,2,3,LOSS,WIN
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Shimizu,0-1,Nagasaki,IAI.S,6193,0,1,LOSS,WIN
2018,J1,1st Day 7th Sec,2018-04-11 19:03:00,19:03,Sapporo,1-0,Shonan,Sapporo.D,11183,1,0,WIN,LOSS
2018,J1,1st Day 7th Sec,2018-04-11 20:03:00,20:03,Tosu,1-2,Kashiwa,Best Amenity.S,7138,1,2,LOSS,WIN
2018,J1,1st Day 8th Sec,2018-04-14 14:02:00,14:02,Kashima,2-0,Nagoya,Kashima,17921,2,0,WIN,LOSS
2018,J1,1st Day 8th Sec,2018-04-14 14:03:00,14:03,Nagasaki,3-0,G-Osaka,trasta,8745,3,0,WIN,LOSS
